,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
110,ROOFTOP,"1 Bowmore Ave, Park Orchards VIC 3114, Australia",ChIJh2G13PE51moRT7AXJ6HVYB8,"Park Orchards Primary School VIC,Australia",-37.779864,145.215982,2,3114,OK,"establishment,point_of_interest,school"
111,ROOFTOP,"Kangaroo Ground, 585 Kangaroo Ground-st Andrews Rd, Panton Hill VIC 3759, Australia",ChIJCwike-w01moR6EelMheExy8,"Panton Hill Primary School VIC,Australia",-37.6414202,145.2397353,2,3759,OK,"establishment,point_of_interest,school"
112,ROOFTOP,"8759 Princes Hwy, Panmure VIC 3265, Australia",ChIJnc9pTnRYzWoRqtUcgGjfY8Y,"Panmure Primary School VIC,Australia",-38.329359,142.732837,1,3265,OK,"establishment,point_of_interest,school"
113,ROOFTOP,"15 Kennedy Rd, Pakenham VIC 3810, Australia",ChIJlbHmZdnhKWsRgHLsblLY29o,"Pakenham Hills Primary School VIC,Australia",-38.0614749,145.4952855,1,3810,OK,"establishment,point_of_interest,school"
114,ROOFTOP,"1050 Wangaratta-Whitfield Rd, Wangaratta VIC 3678, Australia",ChIJeQ_oUuDcJmsRUy4gkRmwYiM,"Oxley Primary School VIC,Australia",-36.4408601,146.3598633,1,3678,OK,"establishment,point_of_interest,school"
115,ROOFTOP,"354 Osbornes Flat Rd, Osbornes Flat VIC 3691, Australia",ChIJ8Vb0yhZVIWsRNNm1TWFGiAQ,"Osbornes Flat Primary School VIC,Australia",-36.317473,146.892734,1,3691,OK,"establishment,point_of_interest,school"
116,ROOFTOP,"300 Channel Rd, Orrvale VIC 3631, Australia",ChIJ9TBetnuB2GoRVQ6P-ePhJWE,"Orrvale Primary School VIC,Australia",-36.4099006,145.4398515,1,3631,OK,"establishment,point_of_interest,school"
117,GEOMETRIC_CENTER,"Koonung Rd, Blackburn North VIC 3130, Australia",ChIJtyoDE7w41moRfkBYCcZ9D0A,"Old Orchard Primary School VIC,Australia",-37.8071033,145.1524709,1,3130,OK,"establishment,point_of_interest,school"
118,ROOFTOP,"79-93 Kurrajong Rd, Narre Warren VIC 3805, Australia",ChIJmRv8S-AZ1moR6ArLw6_ZwGo,"Oatlands Primary School VIC,Australia",-38.006904,145.3156395,1,3805,OK,"establishment,point_of_interest,school"
119,ROOFTOP,"27 Grundy Ave, Nyora VIC 3987, Australia",ChIJ7xRC-YP3KWsRYUof6IajaPg,"Nyora Primary School VIC,Australia",-38.3361468,145.6749451,1,3987,OK,"establishment,point_of_interest,school"
120,GEOMETRIC_CENTER,"Church St, Nullawil VIC 3529, Australia",ChIJEY2azX7l2moRxcsb1EsJnCo,"Nullawil Primary School VIC,Australia",-35.8533006,143.1783875,1,3529,OK,"establishment,point_of_interest,school"
121,GEOMETRIC_CENTER,"School Rd, Nowa Nowa VIC 3887, Australia",ChIJvwTAIo9DJWsRNR_6OU8gXSc,"Nowa Nowa Primary School VIC,Australia",-37.7268133,148.0922984,1,3887,OK,"establishment,point_of_interest,school"
122,ROOFTOP,"33 Helen St, Northcote VIC 3070, Australia",ChIJb19uYHxD1moRt7lIpe9FGjw,"Northcote Primary School VIC,Australia",-37.771781,144.996436,1,3070,OK,"establishment,point_of_interest,school"
123,ROOFTOP,"210 Errol St, North Melbourne VIC 3051, Australia",ChIJlWTh9i9d1moRswc-S6sPnx8,"North Melbourne Primary School VIC,Australia",-37.7985311,144.9513753,1,3051,OK,"establishment,point_of_interest,school"
124,ROOFTOP,"145 Nayook-Powelltown Rd, Nayook VIC 3832, Australia",ChIJ19e_eO6zKWsRK_yEg7JloAE,"Noojee Primary School VIC,Australia",-37.9215057,145.9499704,1,3832,OK,"establishment,point_of_interest,school"
125,GEOMETRIC_CENTER,"Mclaughlins Rd, Newmerella VIC 3886, Australia",ChIJ7aAQo71MJgAR5NYIt9_vwEs,"Newmerella Primary School VIC,Australia",-37.7355167,148.4338675,1,3886,OK,"establishment,point_of_interest,school"
126,ROOFTOP,"2701 Midland Hwy, Newlyn VIC 3364, Australia",ChIJnz_LS04x0WoRPPkb9fGFYKY,"Newlyn Primary School VIC,Australia",-37.41184,143.984708,1,3364,OK,"establishment,point_of_interest,school"
127,ROOFTOP,"180 Main Neerim Rd, Neerim South VIC 3831, Australia",ChIJzU6ccrWwKWsRvhQuHYu19wg,"Neerim South Primary School VIC,Australia",-38.015521,145.956025,1,3831,OK,"establishment,point_of_interest,school"
128,ROOFTOP,"145 Nayook-Powelltown Rd, Nayook VIC 3832, Australia",ChIJ19e_eO6zKWsRK_yEg7JloAE,"Neerim District Rural Primary School VIC,Australia",-37.9215057,145.9499704,1,3832,OK,"establishment,point_of_interest,school"
129,ROOFTOP,"32 School Rd, Narracan VIC 3824, Australia",ChIJ1-d2hDd1KWsRyiS81scIxeE,"Narracan Primary School VIC,Australia",-38.261951,146.231861,1,3824,OK,"establishment,point_of_interest,school"
130,GEOMETRIC_CENTER,"27-35 Spencer St, Nar Nar Goon VIC 3812, Australia",ChIJx9k3ES7hKWsRLk0pTMrSWKk,"Nar Nar Goon Primary School VIC,Australia",-38.0825082,145.5735328,2,3812,OK,"establishment,point_of_interest,school"
131,ROOFTOP,"4721 Colac-Ballarat Rd, Napoleons VIC 3352, Australia",ChIJ1YkkNTNZ0WoR9iU_wOFH65E,"Napoleons Primary School VIC,Australia",-37.6785813,143.8259268,1,3352,OK,"establishment,point_of_interest,school"
132,GEOMETRIC_CENTER,"Kulkyne Way, Nangiloc VIC 3494, Australia",ChIJuWbANnsVw2oR8wZRgOsPbqc,"Nangiloc Colignan and District Primary School VIC,Australia",-34.4719192,142.3544269,1,3494,OK,"establishment,point_of_interest,school"
133,ROOFTOP,"31 Goulburn St, Nagambie VIC 3608, Australia",ChIJUSvMsz8W2GoRvt6OOhercsM,"Nagambie Primary School VIC,Australia",-36.7877806,145.1570719,1,3608,OK,"establishment,point_of_interest,school"
134,ROOFTOP,"1673 Benalla-Whitfield Rd, Myrrhee VIC 3732, Australia",ChIJPR_5wuP4JmsRFD6UPqblJvk,"Myrrhee Primary School VIC,Australia",-36.738318,146.318244,1,3732,OK,"establishment,point_of_interest,school"
135,ROOFTOP,"8-10 Impey St, Murchison VIC 3610, Australia",ChIJ-9xOKUZp2GoRk_ZMZfw_PBM,"Murchison Primary School VIC,Australia",-36.6170672,145.2149058,1,3610,OK,"establishment,point_of_interest,school"
136,ROOFTOP,"18 Panfield Ave, Ringwood VIC 3134, Australia",ChIJOTZFYjs61moRLzJfByoHmZ8,"Mullum Primary School VIC,Australia",-37.7982798,145.2388234,1,3134,OK,"establishment,point_of_interest,school"
137,ROOFTOP,"23-31 Gladeswood Dr, Mulgrave VIC 3170, Australia",ChIJCX8scLwV1moRQ15UG2kqCKc,"Mulgrave Primary School VIC,Australia",-37.9326039,145.1974953,1,3170,OK,"establishment,point_of_interest,school"
138,ROOFTOP,"1349 Ararat-Halls Gap Rd, Moyston VIC 3377, Australia",ChIJ8cG-wsH-0WoRa0Fa7YEW5WQ,"Moyston Primary School VIC,Australia",-37.301519,142.767739,1,3377,OK,"establishment,point_of_interest,school"
139,ROOFTOP,"2799 Wangaratta-Whitfield Rd, Moyhu VIC 3732, Australia",ChIJf48s34vlJmsR0DHebPgZwew,"Moyhu Primary School VIC,Australia",-36.593349,146.3836407,1,3732,OK,"establishment,point_of_interest,school"
140,ROOFTOP,"105-107 Mount Pleasant Rd, Nunawading VIC 3131, Australia",ChIJBT5Ts9U41moRxf_GCBKvvdI,"Mount Pleasant Primary School VIC,Australia",-37.8289756,145.1808657,1,3131,OK,"establishment,point_of_interest,school"
141,ROOFTOP,"1206 Geelong Rd, Canadian VIC 3350, Australia",ChIJF11mkdVa0WoRmPY1tVh1_vs,"Mount Clear Primary School VIC,Australia",-37.6043729,143.8680865,1,3350,OK,"establishment,point_of_interest,school"
142,ROOFTOP,"527 Millers Rd, Blowhard VIC 3352, Australia",ChIJp6hvFoRA0WoRYPDKZRVThAg,"Mount Blowhard Primary School VIC,Australia",-37.429349,143.786707,1,3352,OK,"establishment,point_of_interest,school"
143,ROOFTOP,"15A Langridge St, Hoppers Crossing VIC 3029, Australia",ChIJo2my0UqP1moROaRsMgSVjak,"Mossfiel Primary School VIC,Australia",-37.8733769,144.6962482,1,3029,OK,"establishment,point_of_interest,school"
144,ROOFTOP,"76 - 82 Vary St, Morwell VIC 3840, Australia",ChIJmbTYOZwRKWsR7irSqpHozcI,"Morwell Primary School VIC,Australia",-38.2275603,146.4248356,1,3840,OK,"establishment,point_of_interest,school"
145,ROOFTOP,"76 - 82 Vary St, Morwell VIC 3840, Australia",ChIJmbTYOZwRKWsR7irSqpHozcI,"Morwell Park Primary School VIC,Australia",-38.2275603,146.4248356,1,3840,OK,"establishment,point_of_interest,school"
146,ROOFTOP,"Morwell Primary School, 2-14 Tobruk St, Morwell VIC 3840, Australia",ChIJj-vNdYYRKWsRNr6uS-8sFQE,"Morwell (Tobruk Street) Primary School  VIC,Australia",-38.233343,146.416869,1,3840,OK,street_address
147,GEOMETRIC_CENTER,"Commercial Rd, Morwell VIC 3840, Australia",ChIJlfkxExkSKWsRQQvGw8TGS1U,"Morwell (Commercial Road) Primary School  VIC,Australia",-38.2386599,146.400763,1,3840,OK,"establishment,point_of_interest,school"
148,ROOFTOP,"77 Gorge Rd, South Morang VIC 3752, Australia",ChIJ9RgzRoBJ1moRrOYDN7XPIpU,"Morang South Primary School VIC,Australia",-37.65308,145.095006,1,3752,OK,"establishment,point_of_interest,school"
149,GEOMETRIC_CENTER,"16-18 O'brien St, Mooroopna VIC 3629, Australia",ChIJ-U_97YmG2GoRrDw7kKJepBc,"Mooroopna Primary School VIC,Australia",-36.3919933,145.3613785,3,3629,OK,"establishment,point_of_interest,school"
150,ROOFTOP,"45 Macisaac Rd, Mooroopna VIC 3629, Australia",ChIJb7sTO3KG2GoRZ5qaJtE0Kl8,"Mooroopna Park Primary School VIC,Australia",-36.3798,145.345713,1,3629,OK,"establishment,point_of_interest,school"
151,ROOFTOP,"835 Ardmona Rd, Mooroopna North VIC 3629, Australia",ChIJzxdKuWuP2GoRfbmLvSzqwuM,"Mooroopna North Primary School VIC,Australia",-36.3291194,145.2983859,1,3629,OK,"establishment,point_of_interest,school"
152,ROOFTOP,"106-114 Taylor Rd, Mooroolbark VIC 3138, Australia",ChIJDSs4Kugv1moRMcZItYSYd0o,"Mooroolbark East Primary School VIC,Australia",-37.7869625,145.3351414,1,3138,OK,"establishment,point_of_interest,school"
153,ROOFTOP,"87 Wilson St, Moonee Ponds VIC 3039, Australia",ChIJjY_lIZNc1moRaPCX3_7mLKo,"Moonee Ponds Primary School VIC,Australia",-37.7630431,144.9333103,1,3039,OK,"establishment,point_of_interest,school"
154,ROOFTOP,"111 Anderson Rd, Fawkner VIC 3060, Australia",ChIJw4nl_ktF1moRs69NAJYCDNE,"Moomba Park Primary School VIC,Australia",-37.6959891,144.9666171,1,3060,OK,"establishment,point_of_interest,school"
155,ROOFTOP,"Montrose Primary School, 17-21 Leith Rd, Montrose VIC 3765, Australia",ChIJx-yKtIkv1moRN830kv029JY,"Montrose Primary School VIC,Australia",-37.808843,145.3446,1,3765,OK,street_address
156,GEOMETRIC_CENTER,"South St, Moe VIC 3825, Australia",ChIJb84ezXwJKWsRUTNFdiLQBkE,"Moe (South Street) Primary School VIC,Australia",-38.1830126,146.2593618,1,3825,OK,"establishment,point_of_interest,school"
157,GEOMETRIC_CENTER,"Balook St, Mirboo North VIC 3871, Australia",ChIJiaEIDz-2ib8RFdE2TWJwHrA,"Mirboo North Primary School VIC,Australia",-38.4008779,146.150575,1,3871,OK,"establishment,point_of_interest,school"
158,GEOMETRIC_CENTER,"Blamey Ave, Mill Park VIC 3082, Australia",ChIJ896F4SZJ1moRScHjiOyof_4,"Mill Park Primary School VIC,Australia",-37.6748875,145.0658047,1,3082,OK,"establishment,point_of_interest,school"
159,GEOMETRIC_CENTER,"Pindari Ave, Mill Park VIC 3082, Australia",ChIJK9FeYjVJ1moRj_Xj6ugFh9k,"Mill Park Heights Primary School VIC,Australia",-37.6573335,145.0507484,1,3082,OK,"establishment,point_of_interest,school"
160,ROOFTOP,"96 Landscape Dr, East Doncaster VIC 3109, Australia",ChIJ10iGfkg41moRULo5O6T0O5k,"Milgate Primary School VIC,Australia",-37.7740433,145.1755662,1,3109,OK,"establishment,point_of_interest,school"
161,ROOFTOP,"219-227 Ninth St, Mildura VIC 3500, Australia",ChIJIUPKjnIDw2oR19927k4RqAw,"Mildura West Primary School VIC,Australia",-34.1794783,142.1513862,1,3500,OK,"establishment,point_of_interest,school"
162,ROOFTOP,"133 Milawa-Bobinawarrah Rd, Milawa VIC 3678, Australia",ChIJ1TLMJ6nDJmsRI0xJbmKGwCE,"Milawa Primary School VIC,Australia",-36.4444805,146.4327946,1,3678,OK,"establishment,point_of_interest,school"
163,ROOFTOP,"Middle Indigo Primary School, 710 Indigo Creek Rd, Indigo Valley VIC 3688, Australia",ChIJa5XawM5PIWsRvN9attGxAQo,"Middle Indigo Primary School VIC,Australia",-36.155965,146.725079,1,3688,OK,street_address
164,GEOMETRIC_CENTER,"Miller St, Melbourne VIC 3068, Australia",ChIJ3QgR42lD1moRAiBZNWobb9c,"Merri Creek Primary School VIC,Australia",-37.7770576,144.987818,1,3068,OK,"establishment,point_of_interest,school"
165,ROOFTOP,"25 Everton Dr, Mernda VIC 3754, Australia",ChIJu3HcUN9K1moRbZ0HndqRH2o,"Mernda Primary School VIC,Australia",-37.594416,145.0923131,1,3754,OK,"establishment,point_of_interest,school"
166,ROOFTOP,"Meredith Primary School, 5 Wallace St, Meredith VIC 3333, Australia",ChIJwz_-XI7_02oRq96yLfJL9cE,"Meredith Primary School VIC,Australia",-37.8426271,144.0779886,1,3333,OK,"establishment,point_of_interest,school"
167,ROOFTOP,"188 Commercial St, Merbein VIC 3505, Australia",ChIJqUzQPjAHw2oRdDhjcqmXHA8,"Merbein P-10 College VIC,Australia",-34.1695018,142.0713506,1,3505,OK,"establishment,point_of_interest,school"
168,ROOFTOP,"1-7 Broome Ave, Mentone VIC 3194, Australia",ChIJmViXLVJs1moRvK27UqlV0GA,"Mentone Park Primary School VIC,Australia",-37.979852,145.0824853,1,3194,OK,"establishment,point_of_interest,school"
169,ROOFTOP,"25 Silva Dr, Wodonga VIC 3690, Australia",ChIJu8nPkKZZIWsRWlRK6Y2zLpQ,"Melrose Primary School VIC,Australia",-36.1310672,146.8612245,1,3690,OK,"establishment,point_of_interest,school"
170,ROOFTOP,"253 Tucker Rd, Ormond VIC 3204, Australia",ChIJFaqXydlr1moR7rRRkfbHmGY,"Mckinnon Primary School VIC,Australia",-37.9079538,145.0524282,1,3204,OK,"establishment,point_of_interest,school"
171,GEOMETRIC_CENTER,"Cnr of Calder Hwy and Leslie St, Marong VIC 3515, Australia",ChIJb97ODR-xLwARpgpKm1qd-Do,"Marong Primary School VIC,Australia",-36.7356181,144.1351801,1,3515,OK,"establishment,point_of_interest,school"
172,ROOFTOP,"80 Newall St, Marnoo VIC 3387, Australia",ChIJ-cc1ud4v0GoRg8b2WkyyIkI,"Marnoo Primary School VIC,Australia",-36.6764578,142.8704572,1,3387,OK,"establishment,point_of_interest,school"
173,GEOMETRIC_CENTER,"Greaves St, Werribee VIC 3030, Australia",ChIJrdwDfQ6F1moRKall-HmAvrw,"Manorvale Primary School VIC,Australia",-37.8935977,144.6441521,1,3030,OK,"establishment,point_of_interest,school"
174,ROOFTOP,"10 Corang Ave, Grovedale VIC 3216, Australia",ChIJD3MB2UgT1GoREjGOMd-vhNQ,"Mandama Primary School VIC,Australia",-38.199867,144.328386,1,3216,OK,"establishment,point_of_interest,school"
175,ROOFTOP,"17 Tooronga Rd, Malvern VIC 3144, Australia",ChIJO_R1CPJp1moRkBRfLwIUm50,"Malvern Primary School VIC,Australia",-37.871416,145.0384167,1,3144,OK,"establishment,point_of_interest,school"
176,APPROXIMATE,"Maiden Gully VIC 3551, Australia",ChIJm6y_9SpR12oRQNqgMKR5BQU,"Maiden Gully Primary School VIC,Australia",-36.743,144.209,1,3551,OK,"locality,political"
177,ROOFTOP,"61 Docwra St, Magpie VIC 3356, Australia",ChIJLeZUnxNb0WoRou0DPahdTtY,"Magpie Primary School VIC,Australia",-37.61581,143.84321,1,3356,OK,"establishment,point_of_interest,school"
178,GEOMETRIC_CENTER,"Church St, Maffra VIC 3860, Australia",ChIJFwJ9B4gzL2sRJqAqO0dsLWI,"Maffra Primary School VIC,Australia",-37.9645801,146.9773933,1,3860,OK,"establishment,point_of_interest,school"
179,ROOFTOP,"29 ?€? 35 Goldsmith Ave, Delahey VIC 3037, Australia",ChIJVVVV8Y711moRlRkKxK72-1A,"Mackellar Primary School VIC,Australia",-37.7173406,144.7775514,1,3037,OK,"establishment,point_of_interest,school"
180,GEOMETRIC_CENTER,"710 Alt Calder Highway, Lockwood VIC 3551, Australia",ChIJcSPt8vpT12oR0_rwSx6yWIc,"Lockwood South Primary School VIC,Australia",-36.8413969,144.1568406,1,3551,OK,"establishment,point_of_interest,school"
181,ROOFTOP,"190 Wiegards Rd, Lockwood VIC 3551, Australia",ChIJ1eICGQZS12oRbw_DDYYjgqo,"Lockwood Primary School VIC,Australia",-36.802553,144.161574,2,3551,OK,"establishment,point_of_interest,school"
182,ROOFTOP,"2 Victoria Rd, Loch VIC 3945, Australia",ChIJxy7URs73KWsRWto70RBHZJo,"Loch Primary School VIC,Australia",-38.3695763,145.7043551,1,3945,OK,"establishment,point_of_interest,school"
183,GEOMETRIC_CENTER,"Livingstone Rd, Vermont South VIC 3133, Australia",ChIJuY4mTR4_1moR9oqR8edh-qU,"Livingstone Primary School VIC,Australia",-37.8529156,145.1809271,1,3133,OK,"establishment,point_of_interest,school"
184,ROOFTOP,"8 Monte St, Nerrina VIC 3350, Australia",ChIJ0W-3LeRF0WoRwkUkE54DZMw,"Little Bendigo Primary School VIC,Australia",-37.5429433,143.8948388,1,3350,OK,"establishment,point_of_interest,school"
185,ROOFTOP,"74-88 Holmes Rd, North Bendigo VIC 3550, Australia",ChIJZ9OAwtFZ12oRyJWLPwwEslY,"Lightning Reef Primary School VIC,Australia",-36.7370604,144.2687168,1,3550,OK,"establishment,point_of_interest,school"
186,ROOFTOP,"1 Nerrena Rd, Leongatha VIC 3956, Australia",ChIJ-dA7GmgnKmsR-rExMBghVXA,"Leongatha Primary School VIC,Australia",-38.4788523,145.9594739,1,3956,OK,"establishment,point_of_interest,school"
187,GEOMETRIC_CENTER,"Lemnos N Rd, Lemnos VIC 3631, Australia",ChIJLa7L3cqC2GoRivyCYxH6Svw,"Lemnos Primary School VIC,Australia",-36.3580919,145.4624926,1,3631,OK,"establishment,point_of_interest,school"
188,ROOFTOP,"77-79 Argus St, Cheltenham VIC 3192, Australia",ChIJyYnt8RVs1moRoNAGIXcX_KQ,"Le Page Primary School VIC,Australia",-37.9591998,145.0683929,1,3192,OK,"establishment,point_of_interest,school"
189,GEOMETRIC_CENTER,"Armidale Rd, Doreen VIC 3754, Australia",ChIJGSqNl1K112oRyootUQuDLFk,"Laurimar Primary School VIC,Australia",-37.5858234,145.1269483,1,3754,OK,"establishment,point_of_interest,school"
190,ROOFTOP,"270 Burnt Store Rd, Lardner VIC 3821, Australia",ChIJUbecMruUKWsR4RBmpNZpvT8,"Lardner and District Primary School VIC,Australia",-38.2048209,145.8803637,1,3821,OK,"establishment,point_of_interest,school"
191,ROOFTOP,"52 Westernport Rd, Lang Lang VIC 3984, Australia",ChIJsQdor6j-KWsRh-k28tMH-dA,"Lang Lang Primary School VIC,Australia",-38.2635243,145.5698114,1,3984,OK,"establishment,point_of_interest,school"
192,ROOFTOP,"12 Vaughan St, Lal Lal VIC 3352, Australia",ChIJkUmwAjtS0WoR8I_j9Byw6VI,"Lal Lal Primary School VIC,Australia",-37.676835,144.010636,1,3352,OK,"establishment,point_of_interest,school"
193,GEOMETRIC_CENTER,"Janet St, Blackburn VIC 3130, Australia",ChIJp1K4gqdA1moRiq7gsyTGqms,"Laburnum Primary School VIC,Australia",-37.8271373,145.1381611,1,3130,OK,"establishment,point_of_interest,school"
194,ROOFTOP,"35 School Rd, Labertouche VIC 3816, Australia",ChIJFQ5R0SrBKWsRsRCVNXUPnSg,"Labertouche Primary School VIC,Australia",-38.038019,145.805225,1,3816,OK,"establishment,point_of_interest,school"
195,GEOMETRIC_CENTER,"Mowbray Cres, Kurunjang VIC 3337, Australia",ChIJITafqHTt1moRQxg_tTTqY4M,"Kurunjang Primary School VIC,Australia",-37.6709259,144.585979,1,3337,OK,"establishment,point_of_interest,school"
196,GEOMETRIC_CENTER,"James St, Korumburra VIC 3950, Australia",ChIJLTJN1-wfKmsRcinCSC85Bxg,"Korumburra Primary School VIC,Australia",-38.4354467,145.8249469,1,3950,OK,"establishment,point_of_interest,school"
197,ROOFTOP,"28-34 Moody St, Koo Wee Rup VIC 3981, Australia",ChIJF5IJ4X_9KWsR1c5Weu2IB_8,"Koo Wee Rup Primary School VIC,Australia",-38.1950726,145.4916567,1,3981,OK,"establishment,point_of_interest,school"
198,GEOMETRIC_CENTER,"Kathryn Rd, Knoxfield VIC 3180, Australia",ChIJZ-Yavko81moRPFnvCVsw6QU,"Knox Park Primary School VIC,Australia",-37.8834526,145.2519805,1,3180,OK,"establishment,point_of_interest,school"
199,ROOFTOP,"80 Argyle Way, Wantirna South VIC 3152, Australia",ChIJ0xXfA9U91moR8b4WxwH3yuo,"Knox Gardens Primary School VIC,Australia",-37.882417,145.228671,1,3152,OK,"establishment,point_of_interest,school"
200,ROOFTOP,"39 Darwin Rd, Boronia VIC 3155, Australia",ChIJvSKSFXE81moRAxMZSN7jPs0,"Knox Central Primary School VIC,Australia",-37.8610986,145.2545809,1,3155,OK,"establishment,point_of_interest,school"
201,ROOFTOP,"58 Bishop St, Yarraville VIC 3013, Australia",ChIJhTdV5kxn1moRacAHbtRwzi8,"Kingsville Primary School VIC,Australia",-37.8123913,144.8741534,1,3013,OK,"establishment,point_of_interest,school"
202,ROOFTOP,"25 Farm Rd, Cheltenham VIC 3192, Australia",ChIJ2afXrmls1moRlc2-xdcS93c,"Kingston Heath Primary School VIC,Australia",-37.9624643,145.0791327,1,3192,OK,"establishment,point_of_interest,school"
203,ROOFTOP,"Kingsbury Primary School, 1A Maryborough Ave, Kingsbury VIC 3083, Australia",ChIJO6zMgvpF1moRAJq138S1uEc,"Kingsbury Primary School VIC,Australia",-37.7160831,145.0368593,1,3083,OK,"establishment,point_of_interest,school"
204,ROOFTOP,"7370 Goulburn Valley Hwy, Kialla West VIC 3631, Australia",ChIJXYKvCfd92GoRrMmp8nU825Q,"Kialla West Primary School VIC,Australia",-36.466096,145.389937,1,3631,OK,"establishment,point_of_interest,school"
205,ROOFTOP,"35 Kitchener St, Kew East VIC 3102, Australia",ChIJC_psjeJD1moRuV9Lplkbiv0,"Kew East Primary School VIC,Australia",-37.7962396,145.049079,1,3102,OK,"establishment,point_of_interest,school"
206,GEOMETRIC_CENTER,"Swindon Cres, Keilor Downs VIC 3038, Australia",ChIJXZT3ST9f1moRXpdpij6D1eM,"Keilor Views Primary School VIC,Australia",-37.7171554,144.8088543,1,3038,OK,"establishment,point_of_interest,school"
207,ROOFTOP,"19 Ronald Grove, Keilor East VIC 3033, Australia",ChIJfdqZqaZe1moRzJHfYv7l624,"Keilor Heights Primary School VIC,Australia",-37.7370732,144.8672774,1,3033,OK,"establishment,point_of_interest,school"
208,ROOFTOP,"17/27A Bankin St, Katandra West VIC 3634, Australia",ChIJbRvTvbxgJ2sRp6dz-BRU6OQ,"Katandra West Primary School VIC,Australia",-36.2254133,145.5603618,1,3634,OK,"establishment,point_of_interest,school"
209,ROOFTOP,"10 Graham Rd, Kangaroo Ground VIC 3097, Australia",ChIJYwruiqc21moREytBBt15ha8,"Kangaroo Ground Primary School VIC,Australia",-37.6907601,145.2143777,1,3097,OK,"establishment,point_of_interest,school"
210,ROOFTOP,"60-80 Olympic Parade, Kangaroo Flat VIC 3555, Australia",ChIJ3YprtFtQ12oRKawBZd1XYnQ,"Kangaroo Flat Primary School VIC,Australia",-36.7877704,144.2345292,1,3555,OK,"establishment,point_of_interest,school"
211,ROOFTOP,"1080 Jacksons Track, Jindivick VIC 3818, Australia",ChIJDxhALam5KWsRBW9TFwM_8NU,"Jindivick Primary School VIC,Australia",-38.0276247,145.9012022,1,3818,OK,"establishment,point_of_interest,school"
212,GEOMETRIC_CENTER,"Petronella Ave, Wheelers Hill VIC 3150, Australia",ChIJ-XLoxiU-1moRBkbjiuBYlMY,"Jells Park Primary School VIC,Australia",-37.9024854,145.193024,1,3150,OK,"establishment,point_of_interest,school"
213,GEOMETRIC_CENTER,"29-59 James Cook Drive, Endeavour Hills VIC 3802, Australia",ChIJ-SSfo5cM1moRnmFFz93Rmu8,"James Cook Primary School VIC,Australia",-37.9789118,145.2457712,1,3802,OK,"establishment,point_of_interest,school"
214,ROOFTOP,"124 Waterdale Rd, Ivanhoe VIC 3079, Australia",ChIJrWEu5xtE1moRMWLL1Z8Sl-0,"Ivanhoe Primary School VIC,Australia",-37.7666928,145.0426421,1,3079,OK,"establishment,point_of_interest,school"
215,ROOFTOP,"35 Warncliffe Rd, Ivanhoe East VIC 3079, Australia",ChIJeU0QpaRG1moRdHF1HUbdU1g,"Ivanhoe East Primary School VIC,Australia",-37.7745967,145.059521,1,3079,OK,"establishment,point_of_interest,school"
216,ROOFTOP,"3208 Fifteenth St, Irymple VIC 3500, Australia",ChIJ5-ymvCoFw2oRnJiqdM0efx0,"Irymple South Primary School VIC,Australia",-34.2528834,142.1904113,1,3500,OK,"establishment,point_of_interest,school"
217,GEOMETRIC_CENTER,"15th Street & Sandilong Avenue, Irymple VIC 3498, Australia",ChIJl-Uu4vEEw2oRIYIfgCA3XIs,"Irymple Primary School VIC,Australia",-34.2266956,142.1589512,2,3498,OK,"establishment,point_of_interest,school"
218,ROOFTOP,"187 Swinglers Rd, Invermay VIC 3352, Australia",ChIJ9ZIZYmlG0WoRFZB2xakcrqA,"Invermay Primary School VIC,Australia",-37.520317,143.874304,1,3352,OK,"establishment,point_of_interest,school"
219,GEOMETRIC_CENTER,"Main Rd, Hurstbridge VIC 3099, Australia",ChIJLYGAJOw01moRySSfLz2ErR0,"Hurstbridge Primary School VIC,Australia",-37.6354645,145.1981503,1,3099,OK,"establishment,point_of_interest,school"
220,ROOFTOP,"101 Brunel St, Huntly VIC 3551, Australia",ChIJcWNVUMTj2WoRt4X-ubOevao,"Huntly Primary School VIC,Australia",-36.6620733,144.3349101,2,3551,OK,"establishment,point_of_interest,school"
221,GEOMETRIC_CENTER,"Brine Street, Hughesdale VIC 3166, Australia",ChIJAQfHpUxq1moRud76EntDx6w,"Hughesdale Primary School VIC,Australia",-37.9061051,145.0779385,1,3166,OK,"establishment,point_of_interest,school"
222,ROOFTOP,"1 Dodgshun St, Hopetoun VIC 3396, Australia",ChIJ1w7cR6BqxWoReMEpopr2s3M,"Hopetoun P-12 College VIC,Australia",-35.7352773,142.3665008,1,3396,OK,"establishment,point_of_interest,school"
223,GEOMETRIC_CENTER,"82 The Promenade, Narre Warren South VIC 3805, Australia",ChIJXVF5YH4Q1moRwEHut-cErPk,"Hillsmeade Primary School VIC,Australia",-38.0649923,145.3074986,1,3805,OK,"establishment,point_of_interest,school"
224,ROOFTOP,"33 Ashton St, Glen Waverley VIC 3150, Australia",ChIJI3D8yKk_1moRmu290g_eqCE,"Highvale Primary School VIC,Australia",-37.8663939,145.1739544,1,3150,OK,"establishment,point_of_interest,school"
